CAS,refid,ref,hcdat_raw
732-26-3,84789,"Fukata, Gouki; Itoh, Takashi; Tashiro, Masashi Journal of Organic Chemistry, 1981 , vol. 46, # 22 p. 4454 - 4458","[{""casId"": ""1988-75-6"", ""ZWM"": ""4-bromo-246-tri-tert-butyl-25-cyclohexadienone"", ""img"": ""https://image.chemsrc.com/caspic/188/1988-75-6.png"", ""href"": ""/cas/1988-75-6_112445.html""}, {""casId"": """", ""ZWM"": ""~80%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,0,"Journal of Organic Chemistry, , vol. 22, p. 642,645 Angewandte Chemie, , vol. 69, p. 699,700","[{""casId"": ""115-11-7"", ""ZWM"": ""2-甲基丙烯"", ""img"": ""https://image.chemsrc.com/caspic/150/115-11-7.png"", ""href"": ""/cas/115-11-7_754863.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,84791,"European Journal of Inorganic Chemistry, , # 35 p. 5843 - 5853","[{""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""1418284-77-1"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,71174,"Journal of Organic Chemistry, , vol. 49, # 22 p. 4161 - 4165","[{""casId"": ""507-19-7"", ""ZWM"": ""溴代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/207/507-19-7.png"", ""href"": ""/cas/507-19-7_402572.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,0,"WO2011/14405 A1, ; Page/Page column 42 ;","[{""casId"": ""513-35-9"", ""ZWM"": ""2-甲基-2-丁烯"", ""img"": ""https://image.chemsrc.com/caspic/024/513-35-9.png"", ""href"": ""/cas/513-35-9_336985.html""}, {""casId"": ""115-11-7"", ""ZWM"": ""2-甲基丙烯"", ""img"": ""https://image.chemsrc.com/caspic/150/115-11-7.png"", ""href"": ""/cas/115-11-7_754863.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""98-54-4"", ""ZWM"": ""对叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/008/98-54-4.png"", ""href"": ""/cas/98-54-4_120.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""80-46-6"", ""ZWM"": ""对叔戊基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/252/80-46-6.png"", ""href"": ""/cas/80-46-6_245877.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""120-95-6"", ""ZWM"": ""2,4-二叔戊基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/451/120-95-6.png"", ""href"": ""/cas/120-95-6_115.html""}, {""casId"": ""122269-03-8"", ""ZWM"": ""2-叔丁基- 4-(1,1-二甲基丙基)苯酚"", ""img"": ""https://image.chemsrc.com/caspic/067/122269-03-8.png"", ""href"": ""/cas/122269-03-8_610436.html""}, {""casId"": ""122269-05-0"", ""ZWM"": ""4-tert-butyl-2-(1,1-dimethyl-propyl)-phenol"", ""img"": ""https://image.chemsrc.com/caspic/481/122269-05-0.png"", ""href"": ""/cas/122269-05-0_570912.html""}]"
732-26-3,84792,"Journal of the American Chemical Society, , vol. 107, # 18 p. 5286 - 5288","[{""casId"": ""97391-29-2"", ""ZWM"": ""2,4,6-tri-tert-butylphenyl methanesulfonate"", ""img"": ""https://image.chemsrc.com/caspic/196/97391-29-2.png"", ""href"": ""/cas/97391-29-2_1234334.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,71174,"Journal of Organic Chemistry, , vol. 49, # 22 p. 4161 - 4165","[{""casId"": ""507-19-7"", ""ZWM"": ""溴代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/207/507-19-7.png"", ""href"": ""/cas/507-19-7_402572.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""128-39-2"", ""ZWM"": ""2,6-二叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/253/128-39-2.png"", ""href"": ""/cas/128-39-2_834512.html""}, {""casId"": ""88-18-6"", ""ZWM"": ""邻叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/009/88-18-6.png"", ""href"": ""/cas/88-18-6_28856.html""}, {""casId"": ""96-76-4"", ""ZWM"": ""2,4-二叔丁基酚"", ""img"": ""https://image.chemsrc.com/caspic/210/96-76-4.png"", ""href"": ""/cas/96-76-4_114.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,84793,"Russian Journal of General Chemistry, , vol. 81, # 2 p. 354 - 360","[{""casId"": ""75-21-8"", ""ZWM"": ""环氧乙烷"", ""img"": ""https://image.chemsrc.com/caspic/441/75-21-8.png"", ""href"": ""/cas/75-21-8_1192891.html""}, {""casId"": ""128-39-2"", ""ZWM"": ""2,6-二叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/253/128-39-2.png"", ""href"": ""/cas/128-39-2_834512.html""}, {""casId"": """", ""ZWM"": ""~4%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""3673-68-5"", ""ZWM"": ""2,6-di-tert-butyl-4-(2-hydroxyethyl)phenol"", ""img"": ""https://image.chemsrc.com/caspic/004/3673-68-5.png"", ""href"": ""/cas/3673-68-5_500077.html""}, {""casId"": ""1296885-00-1"", ""ZWM"": ""2,6-di-tert-butyl-4,4-bis(2-hydroxyethyl)cyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/338/1296885-00-1.png"", ""href"": ""/cas/1296885-00-1_157156.html""}, {""casId"": ""39169-63-6"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}]"
732-26-3,84794,"Journal of Organic Chemistry, , vol. 46, # 22 p. 4454 - 4458","[{""casId"": ""5457-60-3"", ""ZWM"": ""2,5-Cyclohexadien-1-one,4-chloro-2,4,6-tris(1,1-dimethylethyl)-"", ""img"": ""https://image.chemsrc.com/caspic/052/5457-60-3.png"", ""href"": ""/cas/5457-60-3_339434.html""}, {""casId"": """", ""ZWM"": ""~6%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""4166-86-3"", ""ZWM"": ""2,4-di-tert-butyl-6-chlorophenol"", ""img"": ""https://image.chemsrc.com/caspic/388/4166-86-3.png"", ""href"": ""/cas/4166-86-3_310723.html""}, {""casId"": ""78657-03-1"", ""ZWM"": ""1-(3,5-di-tert-butyl-2-hydroxyphenyl)pyridin-1-ium chloride"", ""img"": ""https://image.chemsrc.com/caspic/081/78657-03-1.png"", ""href"": ""/cas/78657-03-1_822399.html""}]"
732-26-3,0,"Journal of the American Chemical Society, , vol. 67, p. 303,305","[{""casId"": ""507-20-0"", ""ZWM"": ""氯代叔丁烷"", ""img"": ""https://image.chemsrc.com/caspic/342/507-20-0.png"", ""href"": ""/cas/507-20-0_819650.html""}, {""casId"": ""108-95-2"", ""ZWM"": ""苯酚"", ""img"": ""https://image.chemsrc.com/caspic/089/108-95-2.png"", ""href"": ""/cas/108-95-2_1101388.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,84796,"Tetrahedron, , vol. 40, # 3 p. 553 - 568","[{""casId"": ""3315-32-0"", ""ZWM"": ""2,4,6-tri-tert-butyl-phenoxide radical"", ""img"": ""https://image.chemsrc.com/caspic/163/3315-32-0.png"", ""href"": ""/cas/3315-32-0_318969.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
732-26-3,84797,"Journal of Organic Chemistry, , vol. 48, # 21 p. 3696 - 3700","[{""casId"": ""62926-74-3"", ""ZWM"": ""1,3,5-tri-tert-butyl-4-oxocyclohexa-2,5-dien-1-yl ethaneperoxoate"", ""img"": ""https://image.chemsrc.com/caspic/287/62926-74-3.png"", ""href"": ""/cas/62926-74-3_740308.html""}, {""casId"": """", ""ZWM"": ""~2%"", ""img"": """", ""href"": """"}, {""casId"": ""719-22-2"", ""ZWM"": ""2,6-二叔丁基苯醌"", ""img"": ""https://image.chemsrc.com/caspic/123/719-22-2.png"", ""href"": ""/cas/719-22-2_248897.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""62926-81-2"", ""ZWM"": ""2-((1,3,5-tri-tert-butyl-4-oxocyclohexa-2,5-dien-1-yl)oxy)acetic acid"", ""img"": ""https://image.chemsrc.com/caspic/194/62926-81-2.png"", ""href"": ""/cas/62926-81-2_740302.html""}]"
732-26-3,84798,"Australian Journal of Chemistry, , vol. 38, # 5 p. 735 - 743","[{""casId"": ""527-60-6"", ""ZWM"": ""2,4,6-三甲酚"", ""img"": ""https://image.chemsrc.com/caspic/374/527-60-6.png"", ""href"": ""/cas/527-60-6_404024.html""}, {""casId"": """", ""ZWM"": ""~48%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""3383-21-9"", ""ZWM"": ""3,5-二叔丁基-1,2-苯醌"", ""img"": ""https://image.chemsrc.com/caspic/089/3383-21-9.png"", ""href"": ""/cas/3383-21-9_388861.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""92892-09-6"", ""ZWM"": ""2,6-Dimethyl-4-(nitromethyl)phenol"", ""img"": ""https://image.chemsrc.com/caspic/075/92892-09-6.png"", ""href"": ""/cas/92892-09-6_2079297.html""}]"
732-26-3,84798,"Australian Journal of Chemistry, , vol. 38, # 5 p. 735 - 743","[{""casId"": ""1665-87-8"", ""ZWM"": ""2,4,6-tri-t-butyl-4-nitrocyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/379/1665-87-8.png"", ""href"": ""/cas/1665-87-8_880561.html""}, {""casId"": """", ""ZWM"": ""~47%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""3383-21-9"", ""ZWM"": ""3,5-二叔丁基-1,2-苯醌"", ""img"": ""https://image.chemsrc.com/caspic/089/3383-21-9.png"", ""href"": ""/cas/3383-21-9_388861.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""92892-09-6"", ""ZWM"": ""2,6-Dimethyl-4-(nitromethyl)phenol"", ""img"": ""https://image.chemsrc.com/caspic/075/92892-09-6.png"", ""href"": ""/cas/92892-09-6_2079297.html""}]"
732-26-3,84799,"Journal of Organic Chemistry, , vol. 48, # 21 p. 3700 - 3703","[{""casId"": ""69901-42-4"", ""ZWM"": ""1,3,5-tri-tert-butyl-4-oxo-2,5-cyclohexadienyl 3,5-di-tert-butyl-4-hydroxyperbenzoate"", ""img"": ""https://image.chemsrc.com/caspic/023/69901-42-4.png"", ""href"": ""/cas/69901-42-4_235894.html""}, {""casId"": """", ""ZWM"": ""~21%"", ""img"": """", ""href"": """"}, {""casId"": ""719-22-2"", ""ZWM"": ""2,6-二叔丁基苯醌"", ""img"": ""https://image.chemsrc.com/caspic/123/719-22-2.png"", ""href"": ""/cas/719-22-2_248897.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""1421-49-4"", ""ZWM"": ""3,5-二叔丁基-4-羟基苯甲酸"", ""img"": ""https://image.chemsrc.com/caspic/227/1421-49-4.png"", ""href"": ""/cas/1421-49-4_1195975.html""}]"
732-26-3,84799,"Journal of Organic Chemistry, , vol. 48, # 21 p. 3700 - 3703","[{""casId"": ""69901-42-4"", ""ZWM"": ""1,3,5-tri-tert-butyl-4-oxo-2,5-cyclohexadienyl 3,5-di-tert-butyl-4-hydroxyperbenzoate"", ""img"": ""https://image.chemsrc.com/caspic/023/69901-42-4.png"", ""href"": ""/cas/69901-42-4_235894.html""}, {""casId"": """", ""ZWM"": ""~21%"", ""img"": """", ""href"": """"}, {""casId"": ""719-22-2"", ""ZWM"": ""2,6-二叔丁基苯醌"", ""img"": ""https://image.chemsrc.com/caspic/123/719-22-2.png"", ""href"": ""/cas/719-22-2_248897.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""1421-49-4"", ""ZWM"": ""3,5-二叔丁基-4-羟基苯甲酸"", ""img"": ""https://image.chemsrc.com/caspic/227/1421-49-4.png"", ""href"": ""/cas/1421-49-4_1195975.html""}, {""casId"": ""69217-39-6"", ""ZWM"": ""2,4,6-tri-tert-butyl-4-tert-butoxy-2,5-cyclohexadienone"", ""img"": ""https://image.chemsrc.com/caspic/091/69217-39-6.png"", ""href"": ""/cas/69217-39-6_821835.html""}]"
732-26-3,0,"Kluge, Ralph; Omelka, Ladislav; Reinhardt, Michael; Schulz, Manfred Chemische Berichte, 1992 , vol. 125, # 19 p. 2075 - 2080","[{""casId"": ""3315-32-0"", ""ZWM"": ""2,4,6-tri-tert-butyl-phenoxide radical"", ""img"": ""https://image.chemsrc.com/caspic/163/3315-32-0.png"", ""href"": ""/cas/3315-32-0_318969.html""}, {""casId"": ""53638-98-5"", ""ZWM"": ""2-(4-methoxy-phenyl)-2,3-dihydro-phthalazine-1,4-dione"", ""img"": ""https://image.chemsrc.com/caspic/031/53638-98-5.png"", ""href"": ""/cas/53638-98-5_1238043.html""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""140902-43-8"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}]"
732-26-3,84801,"Journal of Organic Chemistry, , vol. 73, # 3 p. 858 - 867","[{""casId"": ""67-56-1"", ""ZWM"": ""甲醇"", ""img"": ""https://image.chemsrc.com/caspic/233/67-56-1.png"", ""href"": ""/cas/67-56-1_757878.html""}, {""casId"": ""3315-32-0"", ""ZWM"": ""2,4,6-tri-tert-butyl-phenoxide radical"", ""img"": ""https://image.chemsrc.com/caspic/163/3315-32-0.png"", ""href"": ""/cas/3315-32-0_318969.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""15910-49-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-methoxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/064/15910-49-3.png"", ""href"": ""/cas/15910-49-3_277754.html""}]"
732-26-3,0,"Kluge, Ralph; Omelka, Ladislav; Reinhardt, Michael; Schulz, Manfred Chemische Berichte, 1992 , vol. 125, # 19 p. 2075 - 2080","[{""casId"": ""3315-32-0"", ""ZWM"": ""2,4,6-tri-tert-butyl-phenoxide radical"", ""img"": ""https://image.chemsrc.com/caspic/163/3315-32-0.png"", ""href"": ""/cas/3315-32-0_318969.html""}, {""casId"": ""5439-98-5"", ""ZWM"": ""1,4-Phthalazinedione,2,3-dihydro-2-phenyl-"", ""img"": ""https://image.chemsrc.com/caspic/055/5439-98-5.png"", ""href"": ""/cas/5439-98-5_679351.html""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""140902-42-7"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}]"
732-26-3,84794,"Journal of Organic Chemistry, , vol. 46, # 22 p. 4454 - 4458","[{""casId"": ""110-86-1"", ""ZWM"": ""吡啶"", ""img"": ""https://image.chemsrc.com/caspic/231/110-86-1.png"", ""href"": ""/cas/110-86-1_752647.html""}, {""casId"": ""5457-60-3"", ""ZWM"": ""2,5-Cyclohexadien-1-one,4-chloro-2,4,6-tris(1,1-dimethylethyl)-"", ""img"": ""https://image.chemsrc.com/caspic/052/5457-60-3.png"", ""href"": ""/cas/5457-60-3_339434.html""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""4166-86-3"", ""ZWM"": ""2,4-di-tert-butyl-6-chlorophenol"", ""img"": ""https://image.chemsrc.com/caspic/388/4166-86-3.png"", ""href"": ""/cas/4166-86-3_310723.html""}, {""casId"": ""78657-03-1"", ""ZWM"": ""1-(3,5-di-tert-butyl-2-hydroxyphenyl)pyridin-1-ium chloride"", ""img"": ""https://image.chemsrc.com/caspic/081/78657-03-1.png"", ""href"": ""/cas/78657-03-1_822399.html""}]"
732-26-3,84794,"Journal of Organic Chemistry, , vol. 46, # 22 p. 4454 - 4458","[{""casId"": ""1988-75-6"", ""ZWM"": ""4-bromo-246-tri-tert-butyl-25-cyclohexadienone"", ""img"": ""https://image.chemsrc.com/caspic/188/1988-75-6.png"", ""href"": ""/cas/1988-75-6_112445.html""}, {""casId"": """", ""ZWM"": ""~40%"", ""img"": """", ""href"": """"}, {""casId"": ""719-22-2"", ""ZWM"": ""2,6-二叔丁基苯醌"", ""img"": ""https://image.chemsrc.com/caspic/123/719-22-2.png"", ""href"": ""/cas/719-22-2_248897.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}, {""casId"": ""73405-43-3"", ""ZWM"": ""2,4-ditert-butyl-6-pyridin-1-ium-1-ylphenol,bromide"", ""img"": ""https://image.chemsrc.com/caspic/185/73405-43-3.png"", ""href"": ""/cas/73405-43-3_921992.html""}]"
732-26-3,84798,"Australian Journal of Chemistry, , vol. 38, # 5 p. 735 - 743","[{""casId"": ""1665-87-8"", ""ZWM"": ""2,4,6-tri-t-butyl-4-nitrocyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/379/1665-87-8.png"", ""href"": ""/cas/1665-87-8_880561.html""}, {""casId"": """", ""ZWM"": ""~12%"", ""img"": """", ""href"": """"}, {""casId"": ""719-22-2"", ""ZWM"": ""2,6-二叔丁基苯醌"", ""img"": ""https://image.chemsrc.com/caspic/123/719-22-2.png"", ""href"": ""/cas/719-22-2_248897.html""}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""3383-21-9"", ""ZWM"": ""3,5-二叔丁基-1,2-苯醌"", ""img"": ""https://image.chemsrc.com/caspic/089/3383-21-9.png"", ""href"": ""/cas/3383-21-9_388861.html""}, {""casId"": ""4971-61-3"", ""ZWM"": ""2,4,6-tritert-butyl-4-hydroxycyclohexa-2,5-dien-1-one"", ""img"": ""https://image.chemsrc.com/caspic/219/4971-61-3.png"", ""href"": ""/cas/4971-61-3_295003.html""}]"
732-26-3,0,"Kluge, Ralph; Omelka, Ladislav; Reinhardt, Michael; Schulz, Manfred Chemische Berichte, 1992 , vol. 125, # 19 p. 2075 - 2080","[{""casId"": ""3315-32-0"", ""ZWM"": ""2,4,6-tri-tert-butyl-phenoxide radical"", ""img"": ""https://image.chemsrc.com/caspic/163/3315-32-0.png"", ""href"": ""/cas/3315-32-0_318969.html""}, {""casId"": ""93716-69-9"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}, {""casId"": """", ""ZWM"": ""~0%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}, {""casId"": ""140902-44-9"", ""ZWM"": ""未登录"", ""img"": ""https://image.chemsrc.com/caspic/default.png"", ""href"": ""#""}]"
732-26-3,84799,"Journal of Organic Chemistry, , vol. 48, # 21 p. 3700 - 3703","[{""casId"": ""40056-43-7"", ""ZWM"": ""3,5-ditert-butyl-4-hydroxybenzoyl chloride"", ""img"": ""https://image.chemsrc.com/caspic/013/40056-43-7.png"", ""href"": ""/cas/40056-43-7_928825.html""}, {""casId"": """", ""ZWM"": ""~%"", ""img"": """", ""href"": """"}, {""casId"": ""732-26-3"", ""ZWM"": ""2,4,6-三叔丁基苯酚"", ""img"": ""https://image.chemsrc.com/caspic/273/732-26-3.png"", ""href"": ""/cas/732-26-3_122.html""}]"
